LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,MORTDUE_missing,VALUE_missing,REASON_missing,JOB_missing,YOJ_missing,DEROG_missing,DELINQ_missing,CLAGE_missing,NINQ_missing,CLNO_missing,DEBTINC_missing,DELINQ_nz,DEROG_nz,REASON_HomeImp,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,BAD
-1.4819890503960609,-1.1843487777054043,-0.21638898782771068,1.2734632553569527,-0.28097617572919464,-0.37594295909327274,-0.07148766020274862,-0.10287927582840527,-0.12540296556859482,0.10696269238285194,False,True,True,True,False,True,True,True,True,True,True,0,0,False,False,True,False,False,False,True
-1.4819890503960609,-1.2309066921369947,-1.2615986873641303,0.3091184941839946,-0.28097617572919464,0.5506989086469695,-0.6809736507126936,-0.10287927582840527,-1.2308780795496463,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,True,False,False,False,False,True
-1.4819890503960609,-0.6580868796982495,-0.8184412405803433,-0.7929898042993859,-0.28097617572919464,-0.37594295909327274,-1.1173464736600507,0.5018154815062056,0.37708572260461043,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.4819890503960609,-0.19894734595996025,-0.24866738042975994,-0.8618715729545973,-0.28097617572919464,-0.37594295909327274,-0.38660149041330555,-0.7075740331630161,0.2765879849699694,0.10696269238285194,False,False,True,False,False,False,False,False,False,False,True,0,0,False,False,False,False,False,False,False
-1.4730656896941654,-0.04702894167636574,-0.31109630646477754,-0.10417211774727309,-0.28097617572919464,0.5506989086469695,-0.6753893549489691,-0.7075740331630161,-0.527393916107159,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,False,True,False,False,False,True
-1.4641423289922701,-1.14505305184492,-1.1756577967914172,-0.24193565505769565,-0.28097617572919464,0.5506989086469695,1.4530250724046514,-0.7075740331630161,-1.3313758171842873,0.10696269238285194,False,False,False,False,True,False,False,False,False,False,True,1,0,True,False,True,False,False,False,True
-1.4641423289922701,0.42200503021220104,0.01863393667792113,-0.24193565505769565,2.224061980360559,5.183908247348181,-0.6765859897469341,-0.10287927582840527,0.07559250970068727,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,1,True,False,False,False,False,False,True
-1.4641423289922701,-1.1744308373267414,-0.21638898782771068,1.4112267926673752,-0.28097617572919464,-0.37594295909327274,-0.07148766020274862,-0.10287927582840527,-0.12540296556859482,-3.962557101050383,False,True,True,True,False,True,True,True,True,True,False,0,0,False,False,True,False,False,False,True
-1.455218968290375,-1.053112334401012,-1.0795875931493606,-0.5863444983337521,-0.28097617572919464,-0.37594295909327274,-1.493887556757024,-0.10287927582840527,-0.527393916107159,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.455218968290375,0.6902359627754225,0.3413826914724784,-0.9307533416098085,-0.28097617572919464,-0.37594295909327274,-1.0584018374298463,-0.7075740331630161,-0.8288871290110822,-0.315565614654205,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.455218968290375,-0.83139231181261,-0.9731946346953165,-0.7929898042993859,-0.28097617572919464,0.5506989086469695,-0.6841646767608246,-0.10287927582840527,-0.7283893913764411,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,False,True,False,False,False,True
-1.4462956075884796,-0.5405757377709642,-0.49495389004114637,-0.5174627296785408,0.971542902315682,-0.37594295909327274,-0.07148766020274862,-0.10287927582840527,-2.1353577182614156,0.10696269238285194,False,False,False,False,False,False,False,True,False,False,True,0,1,True,False,False,True,False,False,True
-1.4462956075884796,-1.0576247622510198,-1.0681569447204138,0.4468820314944172,-0.28097617572919464,-0.37594295909327274,-1.3431115722134348,0.5018154815062056,0.07559250970068727,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,False,False,False,False,True
-1.4462956075884796,-1.2926470461055906,-0.21638898782771068,1.824517404598643,-0.28097617572919464,1.4773407763872117,-0.6905467290964137,-0.7075740331630161,-1.1303803419150054,0.10696269238285194,False,True,False,False,False,True,False,False,False,False,True,1,0,True,False,False,False,False,False,True
-1.4462956075884796,-0.18759576964978447,-1.483529123015376,-0.24193565505769565,-0.28097617572919464,-0.37594295909327274,-1.9729403542050206,1.1065102388408166,-1.7333667677228517,0.10696269238285194,True,False,False,False,True,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.4462956075884796,-0.8963289688416278,-0.9508433206134834,0.4468820314944172,-0.28097617572919464,-0.37594295909327274,-1.3037293633216456,-0.10287927582840527,-0.024905227933953777,0.557693963498988,False,False,False,False,False,False,False,False,False,False,False,0,0,True,False,False,False,False,False,True
-1.4462956075884796,0.5980837252760454,0.2752959579401978,-0.6552262669889634,-0.28097617572919464,-0.37594295909327274,-1.024665813942407,-0.7075740331630161,-0.8288871290110822,-0.5650036464369809,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.4373722468865844,-1.3631537312619617,-1.4304205718531922,1.2734632553569527,-0.28097617572919464,-0.37594295909327274,-0.5190290746416558,-0.10287927582840527,-0.22590070320323588,0.10696269238285194,False,False,False,True,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.4373722468865844,-1.125405188914678,-1.146412922426281,0.17135495687357205,0.971542902315682,1.4773407763872117,1.1670293556910185,-0.7075740331630161,-1.2308780795496463,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,1,True,False,True,False,False,False,True
-1.4373722468865844,-1.5457895480453485,-1.0028088069327727,-0.24193565505769565,-0.28097617572919464,-0.37594295909327274,0.3417502233212743,-0.7075740331630161,-0.9293848666457232,0.10696269238285194,False,False,False,False,True,False,False,False,False,False,True,0,0,True,False,False,False,False,True,False
-1.4373722468865844,-0.03744003249509925,-0.4034207745447332,-0.10417211774727309,-0.28097617572919464,-0.37594295909327274,0.912943900176676,-0.7075740331630161,-0.9293848666457232,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,False,True,False,False,False
-1.4106021647808984,-0.5218914662045259,-0.6759977755426975,2.375571553840333,2.224061980360559,13.52368505701036,-0.4045510123827804,1.1065102388408166,2.3870404752974315,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,1,True,False,False,False,False,True,True
-1.4106021647808984,-1.6216782435019894,-0.7155654047198213,0.9979361807361075,4.729100136450312,-0.37594295909327274,-0.7994404957112279,0.5018154815062056,-1.2308780795496463,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,1,True,False,True,False,False,False,True
-1.4016788040790031,0.131587994053108,0.20152431154107134,-0.3796991923681182,0.971542902315682,-0.37594295909327274,-0.16881395718367706,0.5018154815062056,0.47758346023925147,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,1,False,False,False,True,False,False,True
-1.4016788040790031,0.7273459813960592,0.1928194331221041,-1.068516878920231,-0.28097617572919464,-0.37594295909327274,-0.9972562379596543,-0.7075740331630161,-0.8288871290110822,-0.5166893215236629,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.4016788040790031,0.7373109262314931,0.33696870261760814,-0.9307533416098085,-0.28097617572919464,-0.37594295909327274,-0.932183622244742,-0.7075740331630161,-0.8288871290110822,-0.5343867649418055,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.4016788040790031,-1.5335448870565254,-0.589898614453276,0.9979361807361075,3.476581058405435,-0.37594295909327274,-0.6849066371239835,0.5018154815062056,-1.3313758171842873,0.28921109240179094,False,False,False,False,False,False,False,False,False,False,False,0,1,True,False,True,False,False,False,True
-1.4016788040790031,-0.25944208182412676,-0.5385662102008206,-0.9307533416098085,-0.28097617572919464,-0.37594295909327274,1.2368529072423102,1.1065102388408166,1.583058574220303,1.9892686365529377,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,True
-1.3927554433771079,0.7419408652234281,0.35502912713534424,-0.9307533416098085,-0.28097617572919464,-0.37594295909327274,-1.1195278763366738,-0.7075740331630161,-0.7283893913764411,-0.2539111072190026,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.3927554433771079,-1.5511715583456183,-1.428662010556431,-0.7929898042993859,-0.28097617572919464,-0.37594295909327274,-1.5393596790796935,2.3158997535100383,-1.2308780795496463,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.3927554433771079,-0.18759576964978447,-1.6308965596839529,-0.9307533416098085,-0.28097617572919464,0.5506989086469695,-1.2166671618911453,-0.7075740331630161,-1.8338645053574927,0.10696269238285194,True,False,False,False,False,False,False,False,False,False,True,1,0,True,False,True,False,False,False,True
-1.3927554433771079,-0.18759576964978447,-1.2053247258677764,-1.068516878920231,-0.28097617572919464,0.5506989086469695,-1.8684342485200665,-0.10287927582840527,-1.9343622429921337,0.10696269238285194,True,False,False,False,False,False,False,False,False,False,True,1,0,True,False,True,False,False,False,True
-1.3927554433771079,1.100490861471961,1.6171661554337244,-0.10417211774727309,-0.28097617572919464,-0.37594295909327274,-0.5912257401509946,-0.7075740331630161,0.5780811978738926,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.3927554433771079,-1.2456425893346763,-1.2624779680125109,-0.9307533416098085,-0.28097617572919464,-0.37594295909327274,0.09125467232049025,-0.7075740331630161,-0.9293848666457232,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,False,False,True,False,False,False,True
-1.3927554433771079,-0.18759576964978447,-1.5306585657685725,-0.7929898042993859,-0.28097617572919464,-0.37594295909327274,-2.035963120235165,7.7581525695215365,-1.9343622429921337,0.10696269238285194,True,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.3927554433771079,-0.18759576964978447,-1.5376928109556167,-1.068516878920231,-0.28097617572919464,-0.37594295909327274,-0.9003566969663876,-0.7075740331630161,-0.22590070320323588,0.10696269238285194,True,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.3927554433771079,-0.6110824229273354,-0.3313197613775297,0.17135495687357205,-0.28097617572919464,0.5506989086469695,0.9899274055921994,2.3158997535100383,0.47758346023925147,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,False,False,True,False,False,True
-1.3927554433771079,-0.9038731841533596,-0.9784703185855997,-0.03529034909206181,-0.28097617572919464,1.4773407763872117,-1.400948920777754,-0.7075740331630161,-1.1303803419150054,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,False,False,False,False,False,True
-1.3927554433771079,-0.35255791068730763,-0.5282786266147684,0.17135495687357205,-0.28097617572919464,1.4773407763872117,0.3888178586680096,-0.7075740331630161,0.37708572260461043,0.10696269238285194,False,False,False,False,False,True,False,False,False,False,True,1,0,True,False,False,False,False,False,False
-1.3927554433771079,-0.6110824229273354,-0.7938213824256884,1.6867538672882203,-0.28097617572919464,-0.37594295909327274,0.26835662241930924,-0.7075740331630161,-0.12540296556859482,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,True,False,False,False,False,False
-1.3838320826752126,-0.7852574374919578,-1.1508093256681835,-0.9996351102650198,-0.28097617572919464,-0.37594295909327274,-0.3144045241896419,-0.10287927582840527,-0.7283893913764411,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.3838320826752126,-0.18759576964978447,-0.5476228008791401,-0.24193565505769565,-0.28097617572919464,-0.37594295909327274,-0.07148766020274862,-0.10287927582840527,-0.12540296556859482,0.10696269238285194,True,False,True,True,True,True,True,True,True,True,True,0,0,False,False,True,False,False,False,False
-1.3749087219733174,-0.12110796554732642,-0.4743611372560743,0.17135495687357205,-0.28097617572919464,0.5506989086469695,0.32292239606076983,-0.7075740331630161,0.37708572260461043,0.7999890867236308,False,False,False,False,False,True,False,False,False,False,False,1,0,True,False,False,False,False,False,False
-1.3749087219733174,-0.5734083508254477,-0.7129275627746797,2.6510986284611784,-0.28097617572919464,3.330624511867696,-0.6869568247025185,-0.10287927582840527,0.37708572260461043,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,False,False,True,False,False,True
-1.3749087219733174,-1.0764265449593855,-1.067559033879515,-0.24193565505769565,-0.28097617572919464,-0.37594295909327274,1.4202958824543523,-0.7075740331630161,-1.4318735548189285,0.20315419393766962,False,False,False,False,True,False,False,False,False,False,False,0,0,True,False,True,False,False,False,True
-1.3749087219733174,-0.4465668242291359,-0.6452229528493789,-1.068516878920231,-0.28097617572919464,-0.37594295909327274,-0.6889512159526846,1.1065102388408166,-0.024905227933953777,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.3749087219733174,0.043783668805040386,-0.25102385256741977,-0.24193565505769565,-0.28097617572919464,-0.37594295909327274,0.8518908256219333,-0.7075740331630161,-0.9293848666457232,1.1655517992979652,False,False,False,False,False,False,False,False,False,False,False,0,0,True,False,False,True,False,False,False
-1.3749087219733174,-1.1713990498650175,-0.21638898782771068,1.5489903299777978,-0.28097617572919464,1.4773407763872117,-0.7375455837895775,-0.7075740331630161,-1.2308780795496463,-4.3794671203239615,False,True,False,False,False,True,False,False,False,False,False,1,0,True,False,False,False,False,False,True
-1.3659853612714221,1.2583083250803053,0.5800898018948246,0.03359141956314948,0.971542902315682,-0.37594295909327274,-0.4839277872745704,-0.7075740331630161,1.482560836585662,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,1,True,False,False,False,True,False,True
-1.3659853612714221,1.3517766873692683,1.1039652121999444,0.03359141956314948,-0.28097617572919464,5.183908247348181,0.15374871283985303,-0.7075740331630161,1.1810676236817388,0.22631262113283382,False,False,False,False,False,False,False,False,False,False,False,1,0,False,False,True,False,False,False,True
-1.3570620005695269,-0.8461047067819061,-0.8711980794831751,-0.9307533416098085,-0.28097617572919464,0.5506989086469695,0.046180418383815175,-0.7075740331630161,-1.5323712924535695,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,True,False,False,False,False,True
-1.3481386398676314,-1.1704354585012138,-1.1056846427932947,0.3091184941839946,-0.28097617572919464,-0.37594295909327274,-0.2043141227768627,-0.7075740331630161,-0.7283893913764411,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.3481386398676314,-1.2597439263659505,-1.4252504016407146,-0.5174627296785408,-0.28097617572919464,-0.37594295909327274,-0.9992785069354826,-0.7075740331630161,-1.2308780795496463,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,True
-1.3392152791657361,-0.2683259241538295,-0.6988590724005912,0.17135495687357205,-0.28097617572919464,-0.37594295909327274,-0.07148766020274862,-0.10287927582840527,-0.12540296556859482,0.10696269238285194,False,False,False,False,False,True,True,True,True,True,True,0,0,True,False,False,True,False,False,True
-1.3392152791657361,-0.7309437876931665,-0.8625811291290458,-0.7929898042993859,-0.28097617572919464,-0.37594295909327274,-1.2852742236491157,0.5018154815062056,-1.7333667677228517,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,False,False,False,False,True
-1.3392152791657361,0.25144935881893904,0.18042157597993863,-0.3796991923681182,-0.28097617572919464,-0.37594295909327274,0.15906397745873088,-0.10287927582840527,0.6785789355085335,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,False,True,False,False,False
-1.3392152791657361,-0.27436599684889196,-0.4406319315841972,0.03359141956314948,-0.28097617572919464,1.4773407763872117,0.2760642486276326,-0.7075740331630161,0.37708572260461043,0.983235178359649,False,False,False,False,False,True,False,False,False,False,False,1,0,True,False,False,False,False,False,False
-1.3392152791657361,0.650822725773011,0.2321760349436166,-0.3796991923681182,-0.28097617572919464,-0.37594295909327274,-1.088581940281537,-0.7075740331630161,-0.7283893913764411,-0.6027179222121255,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.3392152791657361,-0.5756645647504516,-0.7129275627746797,0.5846455688048398,0.971542902315682,3.330624511867696,-0.9817278632280071,-0.7075740331630161,-0.426896178472518,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,1,False,True,False,False,False,False,True
-1.3392152791657361,-0.48565103003415105,-0.6603641656144916,1.5489903299777978,-0.28097617572919464,-0.37594295909327274,0.2971456473461655,-0.7075740331630161,-0.12540296556859482,-1.7700072676337961,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.3302919184638409,-1.2960078647647109,-1.4138197532117676,-0.5174627296785408,-0.28097617572919464,-0.37594295909327274,-0.5950075288836378,-0.10287927582840527,-1.2308780795496463,-0.9636855630754078,False,False,False,False,False,False,False,False,False,False,False,0,0,True,False,True,False,False,False,True
-1.3213685577619456,-1.2659720168880966,-0.06767625176711169,-0.9858587565339776,0.971542902315682,5.183908247348181,0.8758482214397614,-0.10287927582840527,0.37708572260461043,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,1,True,False,False,False,False,False,True
-1.3213685577619456,-0.5128431082761249,-0.6696845404873253,1.5489903299777978,-0.28097617572919464,-0.37594295909327274,0.2909115957596967,-0.7075740331630161,-0.12540296556859482,-1.8228434040178378,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.3213685577619456,-0.18759576964978447,-0.4985765263124741,-0.24193565505769565,-0.28097617572919464,-0.37594295909327274,-0.07148766020274862,-0.10287927582840527,-0.12540296556859482,-1.5367445776247728,True,False,True,True,True,True,True,True,True,True,False,0,0,False,False,True,False,False,False,False
-1.3213685577619456,-1.4444009347904867,-0.9759204047052962,-0.24193565505769565,-0.28097617572919464,-0.37594295909327274,0.3016389252138092,-0.7075740331630161,-1.0298826042803644,1.0691569327540664,False,False,False,False,True,False,False,False,False,False,False,0,0,True,False,False,False,False,True,False
-1.3124451970600504,-1.0130645372321931,-0.977415181807543,0.3091184941839946,-0.28097617572919464,-0.37594295909327274,-0.39868859248570665,-0.7075740331630161,-0.7283893913764411,-1.2456711970671501,False,False,False,False,False,False,False,False,False,False,False,0,0,True,False,True,False,False,False,True
-1.3124451970600504,-1.3749048454546902,-1.3971485921184728,-0.7241080356441747,-0.28097617572919464,0.5506989086469695,-0.3487080551045261,2.3158997535100383,-1.3313758171842873,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,False,True,False,False,False,True
-1.3124451970600504,-0.474181942582048,-0.6777563368394585,-0.10417211774727309,-0.28097617572919464,3.330624511867696,-0.09302708656611829,-0.10287927582840527,0.9800721484124567,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,False,False,False,True,False,False,False
-1.3124451970600504,0.6849009569319238,0.30250090120109135,-0.9307533416098085,-0.28097617572919464,-0.37594295909327274,-1.126791525139775,-0.7075740331630161,-0.8288871290110822,-0.6092096839141999,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.3124451970600504,-1.2174399152721278,-1.0998110480621128,-0.6552262669889634,-0.28097617572919464,0.5506989086469695,-1.1113632996702258,0.5018154815062056,-0.7283893913764411,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,False,False,False,False,False,False,True
-1.303521836358155,0.7559011888843896,0.19754996301039135,-1.068516878920231,-0.28097617572919464,-0.37594295909327274,-1.0137393498350362,-0.7075740331630161,-0.8288871290110822,-0.6030600684256632,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.303521836358155,-0.43380511421583273,-0.6992635414988463,1.6867538672882203,-0.28097617572919464,-0.37594295909327274,0.31287159677401594,-0.7075740331630161,-0.22590070320323588,-1.5952731365807553,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,False
-1.303521836358155,-0.18759576964978447,-0.3680912780928035,-0.9996351102650198,-0.28097617572919464,1.4773407763872117,-0.6331082587940938,1.1065102388408166,-0.9293848666457232,0.10696269238285194,True,False,False,False,False,False,False,False,False,False,True,1,0,True,False,True,False,False,False,True
-1.303521836358155,-1.0911859443854524,-1.2236137633540913,0.3091184941839946,-0.28097617572919464,-0.37594295909327274,-0.7376729532384823,-0.7075740331630161,-1.3313758171842873,0.9531591515356812,False,False,False,False,False,False,False,False,False,False,False,0,0,True,True,False,False,False,False,True
-1.303521836358155,-1.3161492744910475,-0.8709870521275638,1.824517404598643,3.476581058405435,0.5506989086469695,-1.1261217955197718,-0.10287927582840527,-1.2308780795496463,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,1,True,False,False,True,False,False,True
-1.303521836358155,-1.0209142815129357,-1.1314651514038119,-0.3796991923681182,-0.28097617572919464,-0.37594295909327274,-1.0447506292581523,-0.10287927582840527,0.47758346023925147,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,False,False,True,False,False,False,True
-1.303521836358155,-0.7356442333702579,-0.4363937988590031,-1.1373986475754423,-0.28097617572919464,2.403982644127454,-0.5182313181894547,-0.7075740331630161,-0.6278916537418001,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,False,True,False,False,False,True
-1.303521836358155,-0.35255791068730763,-0.5645049893280463,-0.7241080356441747,-0.28097617572919464,0.5506989086469695,-0.12892613050506804,-0.7075740331630161,-0.32639844083787695,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,False,True,False,False,False,True
-1.303521836358155,-1.5817244552467125,-1.4691089203819354,-0.24193565505769565,-0.28097617572919464,-0.37594295909327274,-2.0012607110941807,-0.7075740331630161,-0.426896178472518,0.10696269238285194,False,False,False,False,True,False,False,False,False,False,True,0,0,False,False,True,False,False,False,True
-1.303521836358155,-0.6580868796982495,-0.7595294371388478,-0.7241080356441747,-0.28097617572919464,-0.37594295909327274,-0.2087017837426222,1.1065102388408166,-0.527393916107159,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,False,False,False,False,True
-1.303521836358155,-1.5511715583456183,-1.5039284340578043,1.2734632553569527,-0.28097617572919464,0.5506989086469695,-1.1205374997919464,0.5018154815062056,0.17609024733532833,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,1,0,True,False,True,False,False,False,True
-1.303521836358155,-0.16454008360365108,-0.3955072487093084,-0.958306049071893,2.224061980360559,-0.37594295909327274,1.1913609298764187,-0.10287927582840527,-1.5323712924535695,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,1,True,False,True,False,False,False,False
-1.303521836358155,-0.18759576964978447,-0.9809323044010652,-1.2062804162306537,-0.28097617572919464,-0.37594295909327274,-0.07148766020274862,-0.7075740331630161,-2.1353577182614156,0.10696269238285194,True,False,False,True,False,False,False,True,False,False,True,0,0,True,False,True,False,False,False,False
-1.303521836358155,-0.25854899714547935,-0.41397214232529955,-0.6552262669889634,-0.28097617572919464,-0.37594295909327274,-0.8361372961023786,-0.7075740331630161,-0.6278916537418001,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,0,True,False,True,False,False,False,False
-1.303521836358155,-0.20590400556205554,-0.660346580001524,-0.5174627296785408,2.224061980360559,-0.37594295909327274,-0.2290445753080269,-0.10287927582840527,0.17609024733532833,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,1,True,False,False,False,True,False,False
-1.303521836358155,0.023477743480005475,-0.1501879478111406,-0.848095219223555,0.971542902315682,2.403982644127454,0.08606925478286642,-0.10287927582840527,-1.2308780795496463,0.10696269238285194,False,False,False,False,False,False,False,False,True,False,True,1,1,True,False,False,True,False,False,True
-1.303521836358155,-0.42306459584367884,-0.7480987887099009,0.4468820314944172,2.224061980360559,-0.37594295909327274,-0.398966716619056,-0.7075740331630161,0.07559250970068727,0.10696269238285194,False,False,False,False,False,False,False,False,False,False,True,0,1,False,False,True,False,False,False,True
-1.303521836358155,-0.12634896247728336,-0.36652615853868614,0.3091184941839946,-0.28097617572919464,0.5506989086469695,0.39379550701859595,-0.7075740331630161,0.37708572260461043,0.6708715778378058,False,False,False,False,False,True,False,False,False,False,False,1,0,True,False,False,False,False,False,False
-1.303521836358155,-0.1285111674887454,-0.5218598778815906,0.17135495687357205,-0.28097617572919464,1.4773407763872117,0.5786000101925121,-0.7075740331630161,0.37708572260461043,0.6757919900456585,False,False,False,False,False,True,False,False,False,False,False,1,0,True,False,False,False,False,False,False
