order_item_id,item_price,return
698,119.9,1
699,99.9,1
700,59.9,1
701,69.9,1
702,69.9,1
703,69.9,1
704,49.9,0
705,79.9,1
706,69.9,0
707,99.9,1
708,89.9,1
709,99.9,1
710,79.9,0
711,14.9,0
712,69.9,0
713,14.9,0
714,69.9,1
715,12.9,0
716,19.9,1
717,24.9,0
718,24.9,0
719,24.9,0
720,19.9,0
721,19.9,0
722,69.9,1
723,69.9,1
724,16.9,0
725,16.9,0
726,29.9,0
727,39.9,1
728,39.9,1
729,49.9,1
730,49.9,1
731,19.9,1
732,19.9,1
733,9.9,0
734,9.9,1
735,79.9,1
736,79.9,1
737,39.9,0
738,39.9,0
739,69.9,1
740,39.9,0
741,24.9,1
742,89.9,0
743,39.95,0
744,39.95,0
745,39.9,0
746,59.9,1
747,19.9,1
748,49.9,0
749,79.9,1
750,129.9,1
751,49.9,1
752,49.9,1
753,69.9,0
754,21.9,0
755,21.9,0
756,89.9,0
757,21.9,0
758,9.9,0
759,49.9,0
760,79.9,1
761,79.9,0
762,79.9,0
763,49.9,0
764,99.9,1
765,39.95,1
766,59.9,1
767,39.9,1
768,39.9,0
769,139.9,0
770,199.9,0
771,39.98,0
772,79.9,1
773,119.9,1
774,29.9,0
775,69.9,0
776,119.9,0
777,69.9,0
778,59.9,1
779,79.9,0
780,69.9,0
781,69.9,0
782,59.9,0
783,99.9,1
784,159.9,0
785,119.9,0
786,139.9,1
787,69.9,0
788,69.9,0
789,89.9,1
790,89.9,1
791,99.9,1
792,99.9,0
793,9.9,0
794,69.9,0
795,19.9,0
796,39.9,1
797,49.9,1
798,19.9,1
799,19.9,0
800,79.9,0
801,99.9,1
802,69.9,0
803,69.9,1
804,89.9,0
805,69.95,0
806,99.9,0
807,19.9,0
808,119.9,0
809,79.9,0
810,49.9,1
811,49.9,1
812,69.9,0
813,0,1
814,0,1
815,0,0
816,49.9,1
817,39.95,1
818,39.95,1
819,39.95,0
820,69.9,0
821,39.95,1
822,69.9,1
823,69.9,1
824,79.9,0
825,99.9,1
826,59.9,1
827,89.9,0
828,149.95,0
829,149.95,0
830,69.9,1
831,69.9,1
832,69.9,1
833,69.9,1
834,69.9,0
835,39.95,0
836,119.9,0
837,79.9,0
838,149.9,1
839,29.9,1
840,21.9,0
841,21.9,1
842,24.9,0
843,79.9,1
844,24.9,0
845,19.9,1
846,14.9,1
847,59.9,0
848,39.9,1
849,9.9,0
850,9.9,0
851,59.9,1
852,19.9,1
853,9.9,0
854,9.9,0
855,12.9,0
856,99.9,0
857,89.9,1
858,24.9,0
859,14.9,0
860,59.9,0
861,119.9,1
862,29.9,1
863,29.9,1
864,119.9,1
865,39.9,0
866,14.9,0
867,14.9,0
868,129.9,0
869,89.9,0
870,89.9,1
871,39.9,1
872,39.9,0
873,79.9,1
874,79.9,1
875,7.9,0
876,59.9,0
877,99.9,0
878,69.9,0
879,90,0
880,54.9,1
881,34.9,0
882,39.9,1
883,59.9,1
884,19.9,0
885,59.9,1
886,69.9,1
887,19.9,1
888,49.9,1
889,69.9,0
890,69.9,1
891,59.9,0
892,79.9,1
893,14.9,0
894,9.9,0
895,69.9,1
896,19.9,0
897,24.9,0
898,19.9,0
899,59.9,1
900,12.9,0
901,44.95,0
902,44.95,0
903,69.95,1
904,59.9,0
905,69.95,0
906,59.9,1
907,19.9,1
908,59.9,1
909,24.9,1
910,12.9,0
911,49.9,0
912,139.9,0
913,69.9,0
914,59.9,1
915,19.9,1
916,69.9,0
917,49.9,0
918,69.9,0
919,49.9,0
920,69.9,1
921,69.9,1
922,69.9,1
923,69.9,1
924,59.9,1
925,89.9,1
926,59.9,1
927,69.9,0
928,69.9,0
929,44.95,0
930,39.95,0
931,12.9,0
932,49.9,1
933,29.9,1
934,59.9,1
935,49.9,1
936,69.9,1
937,69.9,1
938,69.9,1
939,34.9,0
940,34.9,0
941,24.9,1
942,19.9,1
943,139.9,1
944,39.9,0
945,35.45,0
946,35.45,0
947,24.9,0
948,24.9,0
949,24.9,0
950,69.9,0
951,79.95,0
952,129.9,0
953,129.9,1
954,59.9,0
955,29.9,0
956,89.9,0
957,149.9,0
958,19.9,0
959,109.9,1
960,24.9,0
961,49.9,1
962,49.9,0
963,59.9,0
964,19.9,0
965,99.9,0
966,12.9,0
967,69.9,0
968,69.9,0
969,79.9,1
970,79.9,1
971,69.9,0
972,69.9,0
973,39.9,0
974,39.9,1
975,39.9,1
976,19.9,1
977,59.9,1
978,59.9,1
979,99.9,1
980,79.9,1
981,19.9,0
982,19.9,0
983,19.9,0
984,32.95,0
985,32.95,0
986,69.9,1
987,79.9,0
988,16.9,0
989,16.9,0
990,39.9,0
991,49.9,1
992,19.9,0
993,19.95,0
994,90,1
995,119.9,0
996,109.9,1
997,79.95,1
998,39.95,0
999,119.9,0
1000,39.9,1
1001,39.9,0
1002,12.9,0
1003,19.9,0
1004,19.9,1
1005,89.9,0
1006,89.9,0
1007,69.9,0
1008,69.9,0
1009,159.9,0
1010,59.9,0
1011,59.9,0
1012,69.9,1
1013,69.9,1
1014,19.9,1
1015,39.9,1
1016,19.9,1
1017,79.95,0
1018,42.95,1
1019,59.9,1
1020,119.9,1
1021,44.95,0
1022,42.95,0
1023,59.9,1
1024,59.9,1
1025,59.9,1
1026,59.9,1
1027,59.9,1
1028,49.9,1
1029,24.9,1
1030,21.9,1
1031,21.9,0
1032,69.9,1
1033,69.9,1
1034,19.9,1
1035,49.9,1
1036,69.9,1
1037,24.9,1
1038,29.9,0
1039,49.95,0
1040,69.9,0
1041,69.9,1
1042,19.9,1
1043,19.9,1
1044,69.95,1
1045,29.9,1
1046,7.9,0
1047,19.9,0
1048,19.9,0
1049,49.9,0
1050,69.9,1
1051,99.9,1
1052,69.9,0
1053,79.9,1
1054,39.9,0
1055,119.9,0
1056,119.9,0
1057,59.9,0
1058,59.9,0
1059,59.9,0
1060,29.9,0
1061,99.9,0
1062,29.9,1
1063,29.9,0
1064,39.9,1
1065,49.9,0
1066,79.9,0
1067,49.9,1
1068,9.9,0
1069,24.9,1
1070,19.9,0
1071,19.9,0
1072,19.9,0
1073,14.9,0
1074,12.9,0
1075,69.9,1
1076,109.9,0
1077,79.9,1
1078,21.9,0
1079,21.9,0
1080,39.95,1
1081,14.9,1
1082,14.9,1
1083,79.9,1
1084,89.9,1
1085,39.95,0
1086,89.9,1
1087,39.95,0
1088,49.9,1
1089,79.9,1
1090,89.9,1
1091,19.9,1
1092,19.9,1
1093,119.9,1
1094,59.9,1
1095,49.95,1
1096,19.95,0
1097,19.95,0
1098,69.9,0
1099,34.9,1
1100,14.9,0
1101,14.9,0
1102,14.9,0
1103,49.9,1
1104,14.9,0
1105,24.9,0
1106,24.9,0
1107,21.9,0
1108,59.9,0
1109,21.9,0
1110,89.9,0
1111,39.95,0
1112,19.9,0
1113,59.9,0
1114,9.9,0
1115,99.9,0
1116,29.9,0
1117,69.9,0
1118,79.9,1
1119,69.9,1
1120,69.9,1
1121,109.9,1
1122,59.9,0
1123,79.9,0
1124,9.9,0
1125,9.9,0
1126,59.9,1
1127,129.9,0
1128,119.9,0
1129,119.9,1
1130,99.9,0
1131,19.9,1
1132,79.9,0
1133,49.9,1
1134,59.9,0
1135,59.9,1
1136,89.9,1
1137,89.9,0
1138,79.9,0
1139,69.9,0
1140,29.9,0
1141,59.9,0
1142,89.9,0
1143,69.9,1
1144,49.9,1
1145,19.9,1
1146,39.9,1
1147,39.9,1
1148,19.9,1
1149,59.9,1
1150,59.9,1
1151,59.9,0
1152,39.9,0
1153,99.9,1
1154,129.9,1
1155,69.95,1
1156,60,1
1157,109.9,1
1158,99.9,0
1159,69.9,0
1160,79.95,1
1161,169.9,0
1162,119.9,0
1163,119.9,0
1164,119.9,1
1165,69.9,1
1166,39.9,1
1167,49.9,0
1168,0,0
1169,99.9,0
1170,59.9,0
1171,59.9,0
1172,59.9,1
1173,29.9,0
1174,59.9,0
1175,49.9,1
1176,79.9,0
1177,99.9,0
1178,69.9,0
1179,9.9,0
1180,59.9,1
1181,19.9,0
1182,89.9,1
1183,39.98,0
1184,24.9,0
1185,34.9,0
1186,69.9,1
1187,42.4,0
1188,59.9,1
1189,79.9,0
1190,49.9,1
1191,39.9,0
1192,19.9,0
1193,19.9,0
1194,79.9,0
1195,79.9,1
1196,49.9,0
1197,79.9,1
1198,44.95,0
1199,79.9,0
1200,5.95,0
1201,29.9,0
1202,24.9,0
1203,89.9,1
1204,89.9,1
1205,14.9,1
1206,7.9,0
1207,39.95,1
1208,19.9,1
1209,19.9,1
1210,119.9,1
1211,89.9,1
1212,79.9,1
1213,89.9,1
1214,59.9,0
1215,24.9,1
1216,59.9,0
1217,59.9,1
1218,59.9,1
1219,59.9,1
1220,59.9,1
1221,59.9,1
1222,19.9,0
1223,49.9,0
1224,39.9,0
1225,49.9,0
1226,89.9,1
1227,105,0
1228,90,1
1229,105,1
1230,24.9,1
1231,29.9,1
1232,29.9,0
1233,69.9,0
1234,12.9,0
1235,12.9,0
1236,79.9,1
1237,59.9,1
1238,129.9,1
1239,59.9,1
1240,79.9,1
1241,59.9,1
1242,59.9,0
1243,69.9,0
1244,89.9,0
1245,79.9,0
1246,49.9,1
1247,49.9,0
1248,0,0
1249,59.9,1
1250,39.9,1
1251,39.9,1
1252,39.9,1
1253,69.9,1
1254,13.95,0
1255,13.95,0
1256,59.9,1
1257,69.9,0
1258,89.9,1
1259,19.9,0
1260,19.9,1
1261,19.9,1
1262,14.9,0
1263,14.9,0
1264,59.9,0
1265,59.9,1
1266,9.9,0
1267,9.9,0
1268,19.9,0
1269,19.9,0
1270,14.9,0
1271,39.9,0
1272,69.9,0
1273,69.9,1
1274,39.9,0
1275,69.9,0
1276,0,0
1277,49.9,0
1278,69.9,1
1279,59.9,0
1280,89.9,1
1281,89.9,0
1282,19.9,1
1283,24.9,1
1284,24.9,1
1285,99.95,0
1286,21.9,0
1287,21.9,0
1288,29.9,0
1289,19.9,0
1290,24.9,0
1291,19.9,0
1292,14.9,0
1293,79.9,0
1294,9.9,0
1295,79.9,1
1296,12.9,0
1297,79.9,0
1298,79.9,0
1299,79.9,1
1300,39.9,0
1301,49.9,0
1302,59.9,0
1303,39.9,0
1304,99.9,1
1305,139.9,0
1306,99.9,0
1307,159.9,0
1308,79.9,1
1309,69.9,1
1310,69.9,0
1311,59.9,1
1312,59.9,1
1313,9.9,0
1314,9.9,0
1315,59.9,1
1316,59.9,1
1317,69.9,0
1318,39.9,1
1319,59.9,1
1320,69.9,1
1321,59.9,1
1322,59.9,1
1323,49.9,0
1324,49.9,1
1325,59.9,1
1326,89.9,1
1327,39.95,1
1328,49.9,1
1329,69.9,1
1330,0,0
1331,19.9,0
1332,69.9,1
1333,9.9,1
1334,29.9,1
1335,59.9,0
1336,12.9,1
1337,12.9,1
1338,19.9,1
1339,19.9,0
1340,49.9,1
1341,69.9,1
1342,69.9,1
1343,69.9,0
1344,79.9,0
1345,24.9,0
1346,79.9,0
1347,59.9,0
1348,59.9,1
1349,59.9,1
1350,99.9,1
1351,89.9,1
1352,39.9,1
1353,69.9,1
1354,99.9,1
1355,39.9,1
1356,84.9,1
1357,69.95,1
1358,69.95,1
1359,39.9,1
1360,49.9,1
1361,49.9,1
1362,59.9,1
1363,59.9,1
1364,14.9,1
1365,39.9,0
1366,119.9,1
1367,69.9,1
1368,69.9,1
1369,89.9,1
1370,89.9,1
1371,89.9,1
1372,89.9,0
1373,4.95,1
1374,29.9,0
1375,39.9,1
1376,79.9,0
1377,9.9,0
1378,9.9,0
1379,12.9,0
1380,139.9,0
1381,39.9,1
1382,59.9,0
1383,99.9,0
1384,39.9,1
1385,39.9,0
1386,49.9,1
1387,79.95,0
1388,79.95,0
1389,44.95,0
1390,16.9,0
1391,9.9,0
1392,9.9,0
1393,9.9,0
1394,16.9,0
1395,139.9,0
1396,79.9,1
1397,39.95,0
1398,19.9,1
1399,44.95,1
1400,19.9,0
1401,39.95,1
1402,24.9,0
1403,69.9,0
1404,69.9,0
1405,19.9,0
1406,19.9,0
1407,69.9,0
1408,69.9,1
1409,69.9,0
1410,69.9,1
1411,79.9,0
1412,79.9,1
1413,39.9,1
1414,49.9,1
1415,69.9,1
1416,69.9,0
1417,59.9,0
1418,59.9,0
1419,49.9,0
1420,89.9,0
1421,69.9,1
1422,39.9,0
1423,89.9,1
1424,29.9,0
1425,54.9,1
1426,59.9,0
1427,59.9,0
1428,34.9,0
1429,99.9,1
1430,69.9,1
1431,59.9,0
1432,79.9,1
1433,69.9,1
1434,69.9,1
1435,59.9,1
1436,39.9,1
1437,39.9,1
1438,29.9,1
1439,29.9,1
1440,39.9,1
1441,19.9,1
1442,19.9,1
1443,39.95,0
1444,59.9,0
1445,29.9,1
1446,49.9,1
1447,69.9,0
1448,69.9,0
1449,69.9,0
1450,69.9,0
1451,39.9,0
1452,49.9,1
1453,29.9,0
1454,99.9,0
1455,119.9,1
1456,49.9,0
1457,59.9,1
1458,49.9,0
1459,12.9,1
1460,129.9,1
1461,29.9,0
1462,119.9,1
1463,59.9,1
1464,44.95,1
1465,24.9,1
1466,99.9,1
1467,9.9,1
1468,9.9,0
1469,16.9,0
1470,16.9,0
1471,16.9,0
1472,16.9,0
1473,21.9,0
1474,49.9,0
1475,39.9,0
1476,14.9,0
1477,12.9,0
1478,7.9,0
1479,69.9,0
1480,59.9,1
1481,19.9,1
1482,24.9,1
1483,9.9,1
1484,129.9,0
1485,29.9,0
1486,79.9,0
1487,39.9,0
1488,19.9,1
1489,19.9,1
1490,24.9,0
1491,19.9,0
1492,39.9,1
1493,19.9,0
1494,79.9,0
1495,69.9,1
1496,69.9,1
1497,69.9,0
1498,49.9,0
1499,5.95,0
1500,119.9,1
1501,119.9,0
1502,39.9,0
1503,39.95,0
1504,79.9,1
1505,19.9,0
1506,59.9,1
1507,59.9,1
1508,59.9,0
1509,19.9,0
1510,89.9,1
1511,89.9,0
1512,39.9,1
1513,39.9,0
1514,149.95,0
1515,29.9,0
1516,59.9,1
1517,79.9,0
1518,39.9,0
1519,69.9,0
1520,79.9,0
1521,79.9,1
1522,24.9,0
1523,19.9,0
1524,39.9,0
1525,39.9,1
1526,39.9,1
1527,24.9,0
1528,129.9,0
1529,4.95,0
1530,69.9,1
1531,69.9,1
1532,12.9,1
1533,119.9,1
1534,39.95,0
1535,24.9,1
1536,99.9,1
1537,49.9,1
1538,49.9,1
1539,29.9,0
1540,89.9,1
1541,24.9,0
1542,19.9,1
1543,79.95,1
1544,19.9,0
1545,29.9,1
1546,9.9,0
1547,29.9,0
1548,29.9,1
1549,69.9,1
1550,19.9,0
1551,39.9,1
1552,9.9,1
1553,59.9,0
1554,39.95,0
1555,9.9,0
1556,19.9,1
1557,12.9,0
1558,39.95,0
1559,39.9,0
1560,39.9,0
1561,44.95,1
1562,89.9,1
1563,79.9,1
1564,129.9,0
1565,129.9,0
1566,69.9,1
1567,39.9,0
1568,49.9,1
1569,29.9,1
1570,29.9,1
1571,34.9,0
1572,34.9,1
1573,34.9,0
1574,21.9,1
1575,29.9,0
1576,21.9,1
1577,12.9,0
1578,12.9,0
1579,49.9,0
1580,29.9,0
1581,29.9,0
1582,69.9,0
1583,59.9,0
1584,59.9,0
1585,19.9,0
1586,19.9,0
1587,9.9,0
1588,9.9,0
1589,49.95,1
1590,120,1
1591,19.9,0
1592,54.9,0
1593,69.9,1
1594,59.9,1
1595,39.9,1
1596,49.9,1
1597,29.9,1
1598,34.9,1
1599,29.9,0
1600,11.9,0
1601,44.95,0
1602,11.9,0
1603,59.9,1
1604,59.9,1
1605,49.9,1
1606,79.95,0
1607,59.9,0
1608,9.9,0
1609,9.9,0
1610,99.9,1
1611,79.9,1
1612,79.9,1
1613,79.95,1
1614,79.95,1
1615,69.9,0
1616,39.9,1
1617,39.9,1
1618,39.95,0
1619,59.9,1
1620,49.9,0
1621,9.9,0
1622,59.9,1
1623,59.9,1
1624,60,0
1625,39.9,0
1626,59.9,1
1627,125,1
1628,100,1
1629,49.9,1
1630,69.9,1
1631,29.9,1
1632,39.9,1
1633,59.9,1
1634,29.9,1
1635,39.9,1
1636,19.9,0
1637,19.9,0
1638,39.95,1
1639,39.95,1
1640,39.95,0
1641,37.95,1
1642,6.9,0
1643,19.9,0
1644,19.9,0
1645,19.9,0
1646,39.9,0
1647,39.95,1
1648,19.9,1
1649,59.9,1
1650,59.9,1
1651,59.9,0
1652,99.9,0
1653,109.9,0
1654,59.9,0
1655,19.9,0
1656,19.9,0
1657,24.9,0
1658,69.9,0
1659,19.9,0
1660,59.9,0
1661,39.9,0
1662,69.9,1
1663,119.9,1
1664,119.9,0
1665,59.9,0
1666,79.9,1
1667,69.9,1
1668,99.9,1
1669,99.9,1
1670,119.9,1
1671,29.9,1
