index,BAD,LOAN,MORTDUE,VALUE,YOJ,CLAGE,NINQ,CLNO,DEBTINC,DEROGzero,REASON_HomeImp,REASON_IsMissing,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,DELINQcat_1,DELINQcat_1+
21,True,-1.6917696573347831,-0.5953788829119765,-0.5599898386565327,-0.5242738074143773,-0.06103349571873463,-0.06505446090435664,-2.271039005953265,0.1374556734050723,False,1,0,0,0,1,0,0,0,0
22,True,-1.6917696573347831,-1.2337829099944055,-1.2954745906450895,0.4825319125481457,-1.4236176830682792,0.69668343102092,0.10878169118596684,0.1374556734050723,True,1,0,0,0,0,0,0,0,0
23,True,-1.6917696573347831,-1.5239665586682367,-0.20255936729973764,1.920825798208893,-0.7243743536786613,-0.8267923528296333,-1.1893023254354325,0.1374556734050723,True,1,0,0,0,0,0,0,0,1
24,True,-1.6917696573347831,-0.15955206096874924,-1.828444366437994,-0.2366150302822279,-2.0984986595975403,1.4584213229461966,-1.838344333746132,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
25,True,-1.6917696573347831,-1.034629871909555,-1.1449478601491343,0.4825319125481457,-1.3814184310422688,-0.06505446090435664,0.0006080231341835666,0.7161983947750549,True,1,0,0,0,0,0,0,0,0
26,False,-1.6917696573347831,0.810531876547869,0.4283283738637555,-0.6681031959804521,-1.0823932217715384,-0.8267923528296333,-0.8647813212800826,-0.7253539865448474,True,1,0,1,0,0,0,0,0,0
27,True,-1.6809609370351053,-1.6110216532703865,-1.7603000513281477,1.345508243944594,-0.5405878073065,-0.06505446090435664,-0.21573931296938295,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
28,True,-1.6809609370351053,-1.3174718742719385,-1.395885915889731,0.19487313541599627,1.2660758442804685,-0.8267923528296333,-1.2974759934872158,0.1374556734050723,False,1,0,0,1,0,0,0,0,1
29,False,-1.6809609370351053,-1.8365233666548209,-1.2116254929801265,-0.2366150302822279,0.3817637373961999,-0.8267923528296333,-0.972954989331866,0.1374556734050723,True,1,0,0,0,0,0,1,0,0
30,False,-1.6809609370351053,0.025846272168961616,-0.4425424346344301,-0.09278564171615318,0.9938154786796796,-0.8267923528296333,-0.972954989331866,0.1374556734050723,True,1,0,0,0,1,0,0,0,0
31,True,-1.6485347761360718,-0.5723092828424069,-0.7922897472843038,2.4242286581901547,-0.417921115403796,1.4584213229461966,2.326341886247524,0.1374556734050723,False,1,0,0,0,0,0,1,0,1
32,True,-1.6485347761360718,-1.9302236668116008,-0.8430595184754145,1.0578494668124447,-0.8410573858251582,0.69668343102092,-1.2974759934872158,0.1374556734050723,False,1,0,0,1,0,0,0,0,0
33,True,-1.6377260558363942,0.2345463522951811,0.3336709560207736,-0.38044441884830266,-0.16532158427346733,0.69668343102092,0.5414763633930999,0.1374556734050723,False,0,0,0,0,1,0,0,0,0
34,False,-1.6377260558363942,0.9701328833184762,0.3225016063587292,-1.0995913616786763,-1.053023012683811,-0.8267923528296333,-0.8647813212800826,-0.6633182173773041,True,1,0,1,0,0,0,0,0,0
35,False,-1.6377260558363942,0.9824366700222468,0.5074615238936334,-0.9557619731126016,-0.9832956689121972,-0.8267923528296333,-0.8647813212800826,-0.6860416642290071,True,1,0,1,0,0,0,0,0,0
36,True,-1.6377260558363942,-1.8214047985589141,-0.6818147251724469,1.0578494668124447,-0.7183307367951669,0.69668343102092,-1.4056496615389988,0.37146471103657264,False,1,0,0,1,0,0,0,0,0
37,True,-1.6377260558363942,-0.2482612023683395,-0.6159494086805126,-0.9557619731126016,1.3408940302777002,1.4584213229461966,1.7313867119627158,2.4743259036768097,True,0,0,0,0,0,0,0,0,0
38,False,-1.6269173355367164,0.9881532879011212,0.5306351038995315,-0.9557619731126016,-1.1840408758872858,-0.8267923528296333,-0.7566076532282994,-0.32590872809776344,True,1,0,1,0,0,0,0,0,0
39,True,-1.6269173355367164,-1.8431685722094515,-1.7580436170529874,-0.8119325845465268,-1.6339035871564715,2.9818971067967497,-1.2974759934872158,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
40,True,-1.6269173355367164,-0.15955206096874924,-2.017533558696442,-0.9557619731126016,-1.2881285517175731,-0.8267923528296333,-1.9465180017979156,0.1374556734050723,True,1,0,0,1,0,0,0,1,0
41,True,-1.6269173355367164,-0.15955206096874924,-1.4714764641076068,-1.0995913616786763,-1.98651714584094,-0.06505446090435664,-2.0546916698496984,0.1374556734050723,True,1,0,0,1,0,0,0,1,0
42,True,-1.6269173355367164,1.4308574623179182,2.1501005475249566,-0.09278564171615318,-0.6179487858427394,-0.8267923528296333,0.6496500314448832,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
43,True,-1.6269173355367164,-1.4659298289334706,-1.5448105780503223,-0.9557619731126016,0.11335006516287804,-0.8267923528296333,-0.972954989331866,0.1374556734050723,True,0,0,0,1,0,0,0,0,0
44,True,-1.6269173355367164,-0.15955206096874924,-1.8889168050122949,-0.8119325845465268,-2.1660295029893972,2.9818971067967497,-2.0546916698496984,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
45,True,-1.6269173355367164,-0.15955206096874924,-1.8979425421129368,-1.0995913616786763,-0.9491921677473578,-0.8267923528296333,-0.21573931296938295,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
46,True,-1.6269173355367164,-0.6824339775141259,-0.3500286293528505,0.19487313541599627,1.076305509928988,2.9818971067967497,0.5414763633930999,0.1374556734050723,True,1,0,0,0,1,0,0,1,0
47,True,-1.6269173355367164,-1.043944767031985,-1.1803964426119056,-0.020870947433115825,-1.4855922086924316,-0.8267923528296333,-1.1893023254354325,0.1374556734050723,True,1,0,0,0,0,0,0,0,1
48,False,-1.6269173355367164,-0.36323196397291146,-0.6027492681708237,0.19487313541599627,0.43219811880639536,-0.8267923528296333,0.4333026953413167,0.1374556734050723,True,1,0,0,0,0,0,0,0,1
49,False,-1.6269173355367164,-0.6824339775141259,-0.9434708437200556,1.7769964096428184,0.30312027129124675,-0.8267923528296333,-0.1075656449175997,0.1374556734050723,True,1,0,1,0,0,0,0,0,0
50,True,-1.6161086152370383,-0.8974890795463023,-1.4015270015776322,-1.027676667395639,-0.3213262853608851,-0.06505446090435664,-0.7566076532282994,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
51,False,-1.6161086152370383,-0.15955206096874924,-0.6275700451975891,-0.2366150302822279,-0.06103349571873463,-0.06505446090435664,-0.1075656449175997,0.1374556734050723,True,0,1,0,1,0,0,0,0,0
52,False,-1.605299894937361,-0.07745910675892234,-0.5335669932944036,0.19487313541599627,0.3615891129149584,-0.8267923528296333,0.4333026953413167,1.0273073370468648,True,1,0,0,0,0,0,0,1,0
53,True,-1.605299894937361,-0.6359175386317107,-0.8396748670626737,2.4242286581901547,-0.7205276603111944,-0.06505446090435664,0.4333026953413167,0.1374556734050723,True,1,0,0,0,1,0,0,0,1
54,True,-1.605299894937361,-1.256997601888312,-1.2947074029915353,-0.2366150302822279,1.5374586509010257,-0.8267923528296333,-1.513823329590782,0.2609668357777051,True,1,0,0,1,0,0,0,0,0
55,True,-1.605299894937361,-0.479305423442444,-0.7528021474689954,-1.0995913616786763,-0.7226646266999346,1.4584213229461966,0.0006080231341835666,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
56,False,-1.605299894937361,0.12613374115063772,-0.24699984034902325,-0.2366150302822279,0.9283951492485066,-0.8267923528296333,-0.972954989331866,1.4966925885563949,True,1,0,0,0,1,0,0,0,0
57,True,-1.605299894937361,-1.374260814317407,-0.20255936729973764,1.6331670210767435,-0.7747350067993138,-0.8267923528296333,-1.2974759934872158,-2.354536735574695,True,1,0,0,0,0,0,0,0,1
58,True,-1.594491174637683,1.625715782402396,0.8194135624345692,0.05104374684992154,-0.502975737121194,-0.8267923528296333,1.623213043910933,0.1374556734050723,False,1,0,0,0,0,1,0,0,0
59,True,-1.594491174637683,1.741121819479979,1.4916053330048749,0.05104374684992154,0.1803143290886406,-0.8267923528296333,1.2986920397555828,0.29070237320997866,True,0,0,0,1,0,0,0,0,1
60,True,-1.5836824543380053,-0.9726176261879572,-1.0427539518271165,-0.9557619731126016,0.06505149613341257,-0.8267923528296333,-1.6219969976425654,0.1374556734050723,True,1,0,1,0,0,0,0,1,0
61,True,-1.5728737340383274,-1.3730710613578443,-1.3436268980770143,0.33870252398207107,-0.20336102209189905,-0.8267923528296333,-0.7566076532282994,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
62,True,-1.5728737340383274,-1.4833408478539003,-1.753666134559176,-0.5242738074143773,-1.0551899319915723,-0.8267923528296333,-1.2974759934872158,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
63,True,-1.5620650137386498,-0.2592301442882103,-0.82162339286139,0.19487313541599627,-0.06103349571873463,-0.06505446090435664,-0.1075656449175997,0.1374556734050723,True,1,0,0,0,1,0,0,0,0
64,True,-1.5620650137386498,-0.8304276383377799,-1.03169742387883,-0.8119325845465268,-1.3616432215556826,0.69668343102092,-1.838344333746132,0.1374556734050723,True,1,0,0,0,0,0,0,0,0
65,False,-1.5620650137386498,0.3825400131188351,0.3065937447188479,-0.38044441884830266,0.1860098715116243,-0.06505446090435664,0.7578236994966665,0.1374556734050723,True,1,0,0,0,1,0,0,0,0
66,False,-1.5620650137386498,-0.2666878640591277,-0.4902885838968257,0.05104374684992154,0.3113791219511984,-0.8267923528296333,0.4333026953413167,1.2625965381105817,True,1,0,0,0,0,0,0,0,1
67,False,-1.5620650137386498,0.8756490873102767,0.3730006054368207,-0.38044441884830266,-1.1508813532748228,-0.8267923528296333,-0.7566076532282994,-0.7737796413220678,True,1,0,1,0,0,0,0,0,0
68,True,-1.5620650137386498,-0.6387033016589796,-0.8396748670626737,0.6263613011142205,-1.0363838840766082,-0.8267923528296333,-0.4320866490729495,0.1374556734050723,False,0,0,1,0,0,0,0,0,1
69,False,-1.5620650137386498,-0.5275629642169022,-0.7722300465781271,1.6331670210767435,0.33396844408231113,-0.8267923528296333,-0.1075656449175997,-2.272588470201657,True,1,0,1,0,0,0,0,0,0
70,True,-1.551256293438972,-1.5281161848442726,-1.7389993117706328,-0.5242738074143773,-0.6220011490822537,-0.06505446090435664,-1.2974759934872158,-1.2372648192988271,True,1,0,0,1,0,0,0,0,0
71,True,-1.540447573139294,-1.491030714543757,-0.011744002820792031,-1.0132937285390315,0.9540661856594088,-0.06505446090435664,0.4333026953413167,0.1374556734050723,False,1,0,0,0,0,0,0,0,1
72,False,-1.540447573139294,-0.5611372123684645,-0.7841891482364777,1.6331670210767435,0.32728866104970444,-0.8267923528296333,-0.1075656449175997,-2.3404305809514168,True,1,0,1,0,0,0,0,0,0
73,False,-1.540447573139294,-0.15955206096874924,-0.5646380932633633,-0.2366150302822279,-0.06103349571873463,-0.06505446090435664,-0.1075656449175997,-1.9730774289945519,True,0,1,0,1,0,0,0,0,0
74,False,-1.540447573139294,-1.7113381406169297,-1.1771246129129227,-0.2366150302822279,0.33878335017036937,-0.8267923528296333,-1.0811286573836492,1.372920723697633,True,1,0,0,0,0,0,1,0,0
75,True,-1.5296388528396163,-1.1787640902058472,-1.1790425820468091,0.33870252398207107,-0.4116392086884978,-0.8267923528296333,-0.7566076532282994,-1.5993365621922622,True,1,0,0,1,0,0,0,0,0
76,True,-1.5296388528396163,-1.625530835704078,-1.7176083148421115,-0.7400178902634895,-0.3580836202799395,2.9818971067967497,-1.4056496615389988,0.1374556734050723,True,1,0,0,1,0,0,0,1,0
77,False,-1.5296388528396163,-0.5134020021616191,-0.7945461815594642,-0.09278564171615318,-0.08411352770042442,-0.06505446090435664,1.0823447036520162,0.1374556734050723,True,0,0,0,0,1,0,0,0,1
78,False,-1.5296388528396163,0.9177257163679824,0.4632354121004881,-0.9557619731126016,-1.1918240188007938,-0.8267923528296333,-0.8647813212800826,-0.7821148978067982,True,1,0,1,0,0,0,0,0,0
79,True,-1.5296388528396163,-1.4311077910926109,-1.3360904075979785,-0.6681031959804521,-1.1752922642277883,0.69668343102092,-0.7566076532282994,0.1374556734050723,True,0,0,0,0,0,0,0,1,0
80,False,-1.5188301325399387,1.0053901966323466,0.3285714145589109,-1.0995913616786763,-1.0706851052805355,-0.8267923528296333,-0.8647813212800826,-0.7742189048537887,True,1,0,1,0,0,0,0,0,0
81,False,-1.5188301325399387,-0.4635484513194549,-0.8221423727446768,1.7769964096428184,0.3508195254940613,-0.8267923528296333,-0.21573931296938295,-2.0482282801899023,True,1,0,1,0,0,0,0,0,0
82,True,-1.5188301325399387,-0.15955206096874924,-0.3972106700464561,-1.027676667395639,-0.6628272597991904,1.4584213229461966,-0.972954989331866,0.1374556734050723,True,1,0,0,1,0,0,0,0,1
83,True,-1.5188301325399387,-1.2752211350250289,-1.4949433805692758,0.33870252398207107,-0.7748715003023028,-0.8267923528296333,-1.4056496615389988,1.2239786385251952,True,1,0,1,0,0,0,0,0,0
84,True,-1.5188301325399387,-1.55298492353562,-1.0424831797140972,1.920825798208893,-1.1911064053307816,-0.06505446090435664,-1.2974759934872158,0.1374556734050723,False,1,0,0,0,1,0,0,1,0
85,True,-1.5188301325399387,-1.188456224071553,-1.376706224550867,-0.38044441884830266,-1.1039147659353985,-0.06505446090435664,0.5414763633930999,0.1374556734050723,True,0,0,0,1,0,0,0,0,0
86,True,-1.5188301325399387,-0.8362313113112565,-0.484850577293689,-1.1715060559617136,-0.5397330720402488,-0.8267923528296333,-0.6484339851765161,0.1374556734050723,True,1,0,0,1,0,0,0,0,1
87,True,-1.5188301325399387,-0.36323196397291146,-0.6492318142391296,-0.7400178902634895,-0.12258046137509372,-0.8267923528296333,-0.3239129810211662,0.1374556734050723,True,1,0,0,1,0,0,0,1,0
88,True,-1.5188301325399387,-1.8808924465370491,-1.809941605381678,-0.2366150302822279,-2.1288448004372165,-0.8267923528296333,-0.4320866490729495,0.1374556734050723,True,0,0,0,1,0,0,0,0,0
89,True,-1.5188301325399387,-0.7404707072488922,-0.8994703753544263,-0.7400178902634895,-0.20806257894872934,1.4584213229461966,-0.5402603171247328,0.1374556734050723,True,1,0,0,0,0,0,0,0,0
90,True,-1.5188301325399387,-1.8431685722094515,-1.854619004029856,1.345508243944594,-1.1851226942853297,0.69668343102092,0.2169553592377501,0.1374556734050723,True,1,0,0,1,0,0,0,1,0
91,False,-1.5188301325399387,-0.13108504503384638,-0.4323884803962079,-0.9845278508258164,1.2921478343633734,-0.06505446090435664,-1.6219969976425654,0.1374556734050723,False,1,0,0,1,0,0,0,0,0
92,False,-1.5188301325399387,-0.15955206096874924,-1.1835554505971302,-1.243420750244751,-0.06103349571873463,-0.8267923528296333,-2.271039005953265,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
93,False,-1.5188301325399387,-0.2471585045033789,-0.4560810402853929,-0.6681031959804521,-0.8803791060553237,-0.8267923528296333,-0.6484339851765161,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
94,False,-1.5188301325399387,-0.18215736720044068,-0.7722074822353755,-0.5242738074143773,-0.22986050803104185,-0.06505446090435664,0.2169553592377501,0.1374556734050723,False,1,0,0,0,0,1,0,0,0
95,True,-1.5188301325399387,0.1010618739052187,-0.11761589901132155,-0.8694643399729568,0.10779364481668448,-0.06505446090435664,-1.2974759934872158,0.1374556734050723,False,1,0,0,0,1,0,0,0,1
96,True,-1.5188301325399387,-0.4502870585750609,-0.8848035525658833,0.4825319125481457,-0.4119373274244768,-0.8267923528296333,0.10878169118596684,0.1374556734050723,False,0,0,0,1,0,0,0,0,0
97,False,-1.5188301325399387,-0.08393020212434878,-0.3952024435415633,0.33870252398207107,0.43753181560661303,-0.8267923528296333,0.4333026953413167,0.8615198733843074,True,1,0,0,0,0,0,0,1,0
98,False,-1.5188301325399387,-0.08659989169214803,-0.5945132830664881,0.19487313541599627,0.6355554870242182,-0.8267923528296333,0.4333026953413167,0.8678375412344252,True,1,0,0,0,0,0,0,0,1
99,True,-1.5080214122402609,-0.15955206096874924,-1.7843987693868617,-1.243420750244751,-0.9931130715015342,-0.8267923528296333,-0.21573931296938295,-0.026716341926863944,True,1,0,0,1,0,0,0,0,0
100,True,-1.5080214122402609,-0.3487227815392199,-0.7494174960562547,-0.09278564171615318,-1.465503891188045,0.69668343102092,-0.6484339851765161,0.1374556734050723,False,1,0,0,1,0,0,0,0,1
101,False,-1.5080214122402609,-0.3634641108918505,-0.7765624003864352,-0.2366150302822279,-0.163119865213042,-0.06505446090435664,1.0823447036520162,-1.9690081521089071,True,0,0,0,0,1,0,0,0,1
102,False,-1.497212691940583,-0.4054827032198213,-0.8798845258460334,1.4893376325106689,0.420264009080054,-0.06505446090435664,-0.1075656449175997,-2.354536735574695,True,1,0,1,0,0,0,0,0,0
103,True,-1.497212691940583,-1.0364580288962002,-1.082805660211215,-0.9557619731126016,-1.0863908978536785,-0.06505446090435664,-1.7301706656943487,0.1374556734050723,False,1,0,0,1,0,0,0,0,0
104,False,-1.497212691940583,-0.08175382475929505,-0.4786453830369977,-0.6681031959804521,-0.6333359439819438,-0.8267923528296333,1.0823447036520162,0.1374556734050723,True,0,0,0,0,0,1,0,0,0
105,False,-1.497212691940583,-0.7694890721162754,-0.9731429544384158,-0.38044441884830266,-1.3180473121018126,-0.06505446090435664,-0.5402603171247328,0.1374556734050723,True,0,0,0,1,0,0,0,1,0
106,False,-1.497212691940583,-0.12319204978991816,-0.3443198506366945,-0.8119325845465268,-0.8712496973970693,-0.8267923528296333,-0.6484339851765161,1.5875007069761409,True,1,0,0,1,0,0,0,0,0
107,False,-1.497212691940583,-0.5891109161006217,-0.8951605858888698,1.4893376325106689,0.40575812839133596,-0.8267923528296333,-0.21573931296938295,-2.316746969530948,True,1,0,1,0,0,0,0,0,0
108,False,-1.4864039716409054,0.019984562465750224,-0.4403311290447728,-0.8119325845465268,-0.6192371716746163,-0.8267923528296333,1.0823447036520162,0.03047308224882277,True,0,0,0,0,0,1,0,0,0
109,False,-1.4864039716409054,-0.04939834793216285,-0.4142918775094209,-0.38044441884830266,-0.9373865375794896,-0.8267923528296333,-0.7566076532282994,1.3113084280916467,True,1,0,0,1,0,0,0,0,0
110,False,-1.4864039716409054,0.04363452983266748,-0.4103431175278901,-0.9557619731126016,1.0994323433466475,-0.8267923528296333,-1.7301706656943487,0.40854510427172996,False,1,0,0,1,0,0,0,0,0
111,False,-1.4755952513412276,-0.4802049927533329,-0.7749377677083197,-0.2366150302822279,-0.20306174934790988,-0.8267923528296333,0.9741710356002329,-1.750147911066804,True,0,0,0,0,1,0,0,0,1
112,False,-1.4755952513412276,-0.15955206096874924,-0.8565981241263773,-0.2366150302822279,-0.06103349571873463,-0.06505446090435664,-0.1075656449175997,0.1374556734050723,True,0,1,0,1,0,0,0,0,0
113,True,-1.4755952513412276,-0.5056831171068953,-0.7703120774442407,0.7701906896802951,-1.1330505190623787,-0.8267923528296333,-0.4320866490729495,0.8664525592768545,False,0,0,1,0,0,0,0,0,1
114,False,-1.4647865310415498,-0.12739971269568873,-0.4315535997143985,-0.6681031959804521,-1.2421939039855283,-0.8267923528296333,-0.6484339851765161,1.1263524445838216,False,1,0,0,1,0,0,0,0,0
115,False,-1.4647865310415498,-0.15955206096874924,-0.4745386726562056,-0.2366150302822279,-0.06103349571873463,-0.06505446090435664,-0.1075656449175997,-1.473626394506526,True,0,1,0,1,0,0,0,0,0
116,True,-1.4647865310415498,-0.9145808964531909,-0.7268531533046501,-1.0995913616786763,-0.1007825322927809,-0.06505446090435664,-0.21573931296938295,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
117,False,-1.4647865310415498,0.01638628522219471,-0.4279433048741417,-0.6681031959804521,-0.7624940591653606,-0.8267923528296333,-0.7566076532282994,1.246592227499366,True,1,0,0,1,0,0,0,0,0
118,False,-1.4647865310415498,-0.15955206096874924,-1.1094541490008605,-1.243420750244751,-0.06103349571873463,-0.8267923528296333,-2.271039005953265,-2.354536735574695,True,1,0,0,1,0,0,0,0,0
119,True,-1.4647865310415498,-0.3922503288402946,-0.20255936729973764,-0.5242738074143773,0.5689694812795905,-0.06505446090435664,-0.8647813212800826,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
120,True,-1.4647865310415498,-1.0543333416545082,-1.178140008336745,-0.7400178902634895,-0.7132616412093863,0.69668343102092,0.10878169118596684,0.1374556734050723,True,1,0,0,0,0,0,0,1,0
121,True,-1.4647865310415498,-0.11608255039740928,-0.2530019555209501,0.19487313541599627,-0.6722302452897391,-0.8267923528296333,1.4068657078073659,0.1374556734050723,True,0,0,0,0,1,0,0,0,1
122,False,-1.4647865310415498,-0.7259615248152006,-1.087882637330326,-0.38044441884830266,-1.180421214362367,-0.8267923528296333,-0.3239129810211662,0.1374556734050723,True,1,0,0,1,0,0,0,0,0
123,True,-1.4647865310415498,1.3778699280700766,1.097925245017627,-0.5961885016974148,0.3287648937410263,-0.06505446090435664,-0.1075656449175997,0.1374556734050723,False,1,0,0,0,1,0,0,0,0
124,True,-1.4647865310415498,0.5653557117833489,0.17120768820921933,-0.38044441884830266,-1.2582098682672014,1.4584213229461966,-1.1893023254354325,0.1374556734050723,False,1,0,0,1,0,0,0,0,1
125,False,-1.4431690904421943,-0.07557291304254242,-0.022732837740823547,-0.9557619731126016,-0.4539382182958379,-0.8267923528296333,0.32512902728953336,0.20611466314327048,True,0,1,0,0,0,0,0,0,0
126,False,-1.4431690904421943,0.03881748126468188,-0.21766619477193705,-0.9557619731126016,1.3557404715525505,-0.8267923528296333,-1.7301706656943487,0.4158311676325077,False,1,0,0,1,0,0,0,0,0
127,False,-1.4431690904421943,-0.4816849293615694,-0.8732731734198133,-0.38044441884830266,-1.5911222022008509,-0.06505446090435664,-0.6484339851765161,0.06997001283287042,True,0,0,0,1,0,0,0,0,0
128,True,-1.4431690904421943,-0.6214954112926213,-0.901997581742606,-1.2290378113881435,-1.492858163682684,0.69668343102092,-0.4320866490729495,0.1374556734050723,True,1,0,0,0,1,0,0,0,0
129,False,-1.4431690904421943,0.5080734595351345,0.3902171989562951,-0.38044441884830266,0.0515679383186549,-0.8267923528296333,0.6496500314448832,-0.8047750167994339,True,1,0,0,0,1,0,0,0,0
130,True,-1.4431690904421943,-1.2657031113485269,-1.2007043510883495,0.05104374684992154,-1.1252851991614734,-0.06505446090435664,-0.5402603171247328,0.1374556734050723,False,1,0,0,0,1,0,0,0,1
131,False,-1.4323603701425165,-0.0928678585035028,-0.02304873853934601,-0.8119325845465268,-0.5245208102261519,-0.8267923528296333,0.2169553592377501,0.04624927818467326,True,0,1,0,0,0,0,0,0,0
132,False,-1.4323603701425165,-0.41932446326156303,-0.7922446185988006,0.05104374684992154,-0.23183104082008302,-0.06505446090435664,0.9741710356002329,-2.0856545409630387,True,0,0,0,0,1,0,0,0,1
133,False,-1.4323603701425165,0.2891589149755962,-0.2227206075482965,-0.2366150302822279,1.2412740323475009,-0.8267923528296333,-1.0811286573836492,1.6323586683880666,True,1,0,0,0,1,0,0,0,0
134,False,-1.4215516498428389,-0.34326732894415185,-0.7866937902819058,0.05104374684992154,0.012001235010226851,0.69668343102092,1.0823447036520162,-1.92428877288194,True,0,0,0,0,1,0,0,0,1
